num_procs,rank,matrix,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
32,14,bcsstk27,0.1590142007,0.1590074541,909,836,1818,6.74659999999605e-06
32,14,msdoor,0.1341344829,0.1284178016,323366,303187,646732,0.005716681299999998
32,14,tmt_sym,0.13516593019999998,0.1315527438,90586,66337,181172,0.003613186399999968
32,15,Andrews,0.26469573939999996,0.2646019456,12942,10569,25884,9.379379999996384e-05
32,15,Hook_1498,0.2725724455,0.2647415637,976435,908276,1952870,0.007830881799999967
32,15,bcsstk27,0.1760063409,0.1760010958,867,795,1734,5.24509999999534e-06
32,15,msdoor,0.0923166033,0.08978424119999999,325721,305257,651442,0.0025323621000000046
32,15,tmt_sym,0.0902575734,0.0895350933,90882,67014,181764,0.0007224801000000058
32,16,Andrews,0.22416205439999998,0.2240214582,12737,10418,25474,0.00014059619999998163
32,16,Hook_1498,0.4178864243,0.3526441574,975839,907720,1951678,0.06524226690000001
32,16,bcsstk27,0.1623307707,0.16231858729999998,905,833,1810,1.2183400000004285e-05
32,16,msdoor,0.2266069174,0.2231410263,320302,300034,640604,0.003465891100000007
32,16,tmt_sym,0.2006665466,0.199778199,90685,66809,181370,0.0008883476000000057
32,17,Andrews,0.224139595,0.2240157844,13019,10627,26038,0.0001238105999999961
32,17,Hook_1498,0.3577328683,0.2943140505,973218,905425,1946436,0.06341881780000003
32,17,bcsstk27,0.1922210454,0.19221117499999998,874,803,1748,9.870400000028257e-06
32,17,msdoor,0.22992215119999998,0.2244953157,322001,301680,644002,0.005426835499999977
32,17,tmt_sym,0.13613653159999997,0.13536210059999998,90812,66784,181624,0.0007744309999999921
32,18,Andrews,0.19611515959999998,0.1959713698,12733,10394,25466,0.0001437897999999882
32,18,Hook_1498,0.38743758229999997,0.32325780359999995,973588,905772,1947176,0.06417977870000002
32,18,bcsstk27,0.1591218952,0.159113908,912,841,1824,7.987200000003636e-06
32,18,msdoor,0.2258190393,0.1976215359,323010,302564,646020,0.02819750339999999
32,18,tmt_sym,0.16403894419999998,0.1632360699,90763,66488,181526,0.0008028742999999783
32,19,Andrews,0.18029580109999999,0.1801977638,12879,10516,25758,9.803729999999233e-05
32,19,Hook_1498,0.28060433839999993,0.2728891137,974147,906298,1948294,0.007715224699999912
32,19,bcsstk27,0.0886513707,0.0886309864,856,785,1712,2.038429999999536e-05
32,19,msdoor,0.2679058311,0.2650346522,325871,305493,651742,0.002871178899999993
32,19,tmt_sym,0.1776952742,0.1769701722,90627,66278,181254,0.0007251020000000052
32,20,Andrews,0.1934691429,0.1933276649,12724,10396,25448,0.00014147800000000044
32,20,Hook_1498,0.4179370641,0.3239440917,975513,907386,1951026,0.09399297239999999
32,20,bcsstk27,0.0991298435,0.09911389329999999,894,823,1788,1.5950200000003356e-05
32,20,msdoor,0.1311494586,0.1282272811,319418,299106,638836,0.002922177499999984
32,20,tmt_sym,0.13522705999999995,0.13433456419999998,90769,66710,181538,0.0008924957999999761
32,21,Andrews,0.1921515937,0.1920227051,13110,10721,26220,0.00012888860000001556
32,21,Hook_1498,0.3595519543,0.2999474048,976498,908510,1952996,0.05960454949999999
32,21,bcsstk27,0.1280221222,0.1280100585,853,781,1706,1.2063700000009003e-05
32,21,msdoor,0.134736848,0.13212621249999998,321096,300616,642192,0.0026106355000000137
32,21,tmt_sym,0.1320900199,0.13131811649999997,90768,66361,181536,0.0007719034000000236
32,22,Andrews,0.1922484876,0.1921295886,12606,10279,25212,0.00011889899999997788
32,22,Hook_1498,0.3877253535,0.3237281083,975962,907630,1951924,0.0639972452
32,22,bcsstk27,0.0963254213,0.096313286,900,828,1800,1.2135300000007399e-05
32,22,msdoor,0.1309939861,0.128228688,322319,302070,644638,0.00276529809999998
32,22,tmt_sym,0.1401205777,0.1393199684,90783,66576,181566,0.0008006093000000047
32,23,Andrews,0.1824963329,0.182399893,12943,10619,25886,9.643989999999492e-05
32,23,Hook_1498,0.27912046909999993,0.27140533889999996,976083,907837,1952166,0.0077151301999999755
32,23,bcsstk27,0.0880245924,0.0880192759,876,804,1752,5.316500000004942e-06
32,23,msdoor,0.17891221070000002,0.1760185718,325121,304819,650242,0.002893638900000023
32,23,tmt_sym,0.1809221982,0.1801925902,90692,66634,181384,0.0007296079999999927
32,24,Andrews,0.224160671,0.2240188839,12576,10213,25152,0.0001417871000000126
32,24,Hook_1498,0.35453686689999997,0.2895874499,974932,906755,1949864,0.06494941699999995
32,24,bcsstk27,0.1345478298,0.13453581339999998,914,842,1828,1.201640000000892e-05
32,24,msdoor,0.1312561514,0.1282518144,320766,300194,641532,0.003004336999999996
32,24,tmt_sym,0.13575220079999997,0.1348450184,90959,67087,181918,0.000907182399999984
32,25,Andrews,0.1921438453,0.19201998709999998,12929,10609,25858,0.000123858200000021
32,25,Hook_1498,0.4441947939,0.3838042732,975638,907607,1951276,0.060390520700000005
32,25,bcsstk27,0.1602181674,0.1602101802,874,803,1748,7.987200000003636e-06
32,25,msdoor,0.1628238917,0.160252166,323361,302950,646722,0.0025717256999999993
32,25,tmt_sym,0.13203914209999998,0.13122882859999999,90648,66787,181296,0.0008103134999999928
32,26,Andrews,0.1950440888,0.19493160269999998,12594,10236,25188,0.00011248610000000325
32,26,Hook_1498,0.35713229209999997,0.293030715,975357,907363,1950714,0.06410157709999997
32,26,bcsstk27,0.1447250607,0.1447168593,912,841,1824,8.20139999999081e-06
32,26,msdoor,0.1312618498,0.1284332034,324962,304682,649924,0.0028286463999999956
32,26,tmt_sym,0.1329298255,0.1321303602,90734,66482,181468,0.0007994652999999963
32,27,Andrews,0.08850376619999999,0.08840355899999999,12852,10503,25704,0.00010020719999999372
32,27,Hook_1498,0.3597951646,0.3519786835,976861,908765,1953722,0.007816481099999995
32,27,bcsstk27,0.088012218,0.0880059002,895,823,1790,6.3178000000024825e-06
32,27,msdoor,0.1788702249,0.1760168551,327441,306959,654882,0.002853369800000005
32,27,tmt_sym,0.0888025762,0.0880865093,90618,66448,181236,0.0007160668999999925
32,28,Andrews,0.1998575453,0.1997167822,12705,10371,25410,0.00014076309999999648
32,28,Hook_1498,0.3899128913,0.3249471429,976739,908731,1953478,0.06496574840000002
32,28,bcsstk27,0.13113832479999998,0.1311252834,918,846,1836,1.3041399999996761e-05
32,28,msdoor,0.13722274269999998,0.134352803,320303,300160,640606,0.0028699396999999904
32,28,tmt_sym,0.16318302129999998,0.1623321298,90812,66697,181624,0.0008508914999999784
32,29,Andrews,0.160145855,0.16002042279999998,13327,11007,26654,0.0001254322000000252
32,29,Hook_1498,0.3228808164,0.2880120275,977034,909024,1954068,0.0348687889
32,29,bcsstk27,0.1339475871,0.1339375497,886,814,1772,1.0037399999995866e-05
32,29,msdoor,0.1627660278,0.1601934676,322431,302216,644862,0.0025725601999999903
32,29,tmt_sym,0.13357319809999998,0.1327810763,90665,66497,181330,0.0007921217999999897
32,30,Andrews,0.192152929,0.1920302156,12832,10493,25664,0.00012271340000000186
32,30,Hook_1498,0.42443397009999995,0.35942883519999996,974854,906909,1949708,0.06500513489999998
